ProductID,Product,StandardCost,ListPrice,ProductSubcategory,ProductCategory,ProductModel
385,Hex Nut 13,0.0,0.0,,,
386,Hex Nut 1,0.0,0.0,,,
387,Hex Nut 10,0.0,0.0,,,
388,Hex Nut 11,0.0,0.0,,,
389,Hex Nut 2,0.0,0.0,,,
390,Hex Nut 20,0.0,0.0,,,
391,Hex Nut 21,0.0,0.0,,,
392,Hex Nut 3,0.0,0.0,,,
393,Hex Nut 14,0.0,0.0,,,
394,Hex Nut 15,0.0,0.0,,,
395,Hex Nut 4,0.0,0.0,,,
396,Hex Nut 18,0.0,0.0,,,
397,Hex Nut 19,0.0,0.0,,,
398,Handlebar Tube,0.0,0.0,,,
399,Head Tube,0.0,0.0,,,
400,LL Hub,0.0,0.0,,,
401,HL Hub,0.0,0.0,,,
402,Keyed Washer,0.0,0.0,,,
403,External Lock Washer 3,0.0,0.0,,,
404,External Lock Washer 4,0.0,0.0,,,
405,External Lock Washer 9,0.0,0.0,,,
406,External Lock Washer 5,0.0,0.0,,,
407,External Lock Washer 7,0.0,0.0,,,
408,External Lock Washer 6,0.0,0.0,,,
409,External Lock Washer 1,0.0,0.0,,,
410,External Lock Washer 8,0.0,0.0,,,
411,External Lock Washer 2,0.0,0.0,,,
412,Internal Lock Washer 3,0.0,0.0,,,
413,Internal Lock Washer 4,0.0,0.0,,,
414,Internal Lock Washer 9,0.0,0.0,,,
415,Internal Lock Washer 5,0.0,0.0,,,
416,Internal Lock Washer 7,0.0,0.0,,,
417,Internal Lock Washer 6,0.0,0.0,,,
418,Internal Lock Washer 10,0.0,0.0,,,
419,Internal Lock Washer 1,0.0,0.0,,,
420,Internal Lock Washer 8,0.0,0.0,,,
421,Internal Lock Washer 2,0.0,0.0,,,
422,Thin-Jam Lock Nut 9,0.0,0.0,,,
423,Thin-Jam Lock Nut 10,0.0,0.0,,,
424,Thin-Jam Lock Nut 1,0.0,0.0,,,
425,Thin-Jam Lock Nut 2,0.0,0.0,,,
426,Thin-Jam Lock Nut 15,0.0,0.0,,,
427,Thin-Jam Lock Nut 16,0.0,0.0,,,
428,Thin-Jam Lock Nut 5,0.0,0.0,,,
429,Thin-Jam Lock Nut 6,0.0,0.0,,,
430,Thin-Jam Lock Nut 3,0.0,0.0,,,
431,Thin-Jam Lock Nut 4,0.0,0.0,,,
432,Thin-Jam Lock Nut 13,0.0,0.0,,,
433,Thin-Jam Lock Nut 14,0.0,0.0,,,
434,Thin-Jam Lock Nut 7,0.0,0.0,,,
435,Thin-Jam Lock Nut 8,0.0,0.0,,,
436,Thin-Jam Lock Nut 12,0.0,0.0,,,
437,Thin-Jam Lock Nut 11,0.0,0.0,,,
438,Lock Nut 5,0.0,0.0,,,
439,Lock Nut 6,0.0,0.0,,,
440,Lock Nut 16,0.0,0.0,,,
441,Lock Nut 17,0.0,0.0,,,
442,Lock Nut 7,0.0,0.0,,,
443,Lock Nut 8,0.0,0.0,,,
444,Lock Nut 9,0.0,0.0,,,
445,Lock Nut 22,0.0,0.0,,,
446,Lock Nut 23,0.0,0.0,,,
447,Lock Nut 12,0.0,0.0,,,
448,Lock Nut 13,0.0,0.0,,,
449,Lock Nut 1,0.0,0.0,,,
450,Lock Nut 10,0.0,0.0,,,
451,Lock Nut 11,0.0,0.0,,,
452,Lock Nut 2,0.0,0.0,,,
453,Lock Nut 20,0.0,0.0,,,
454,Lock Nut 21,0.0,0.0,,,
455,Lock Nut 3,0.0,0.0,,,
456,Lock Nut 14,0.0,0.0,,,
457,Lock Nut 15,0.0,0.0,,,
458,Lock Nut 4,0.0,0.0,,,
459,Lock Nut 19,0.0,0.0,,,
460,Lock Nut 18,0.0,0.0,,,
461,Lock Ring,0.0,0.0,,,
462,Lower Head Race,0.0,0.0,,,
463,Lock Washer 4,0.0,0.0,,,
464,Lock Washer 5,0.0,0.0,,,
465,Lock Washer 10,0.0,0.0,,,
466,Lock Washer 6,0.0,0.0,,,
467,Lock Washer 13,0.0,0.0,,,
468,Lock Washer 8,0.0,0.0,,,
469,Lock Washer 1,0.0,0.0,,,
470,Lock Washer 7,0.0,0.0,,,
471,Lock Washer 12,0.0,0.0,,,
472,Lock Washer 2,0.0,0.0,,,
473,Lock Washer 9,0.0,0.0,,,
474,Lock Washer 3,0.0,0.0,,,
475,Lock Washer 11,0.0,0.0,,,
476,Metal Angle,0.0,0.0,,,
477,Metal Bar 1,0.0,0.0,,,
478,Metal Bar 2,0.0,0.0,,,
479,Metal Plate 2,0.0,0.0,,,
480,Metal Plate 1,0.0,0.0,,,
481,Metal Plate 3,0.0,0.0,,,
482,Metal Sheet 2,0.0,0.0,,,
483,Metal Sheet 3,0.0,0.0,,,
484,Metal Sheet 7,0.0,0.0,,,
485,Metal Sheet 4,0.0,0.0,,,
486,Metal Sheet 5,0.0,0.0,,,
487,Metal Sheet 6,0.0,0.0,,,
488,Metal Sheet 1,0.0,0.0,,,
489,Metal Tread Plate,0.0,0.0,,,
490,LL Nipple,0.0,0.0,,,
491,HL Nipple,0.0,0.0,,,
492,Paint - Black,0.0,0.0,,,
493,Paint - Red,0.0,0.0,,,
494,Paint - Silver,0.0,0.0,,,
495,Paint - Blue,0.0,0.0,,,
496,Paint - Yellow,0.0,0.0,,,
497,Pinch Bolt,0.0,0.0,,,
504,Cup-Shaped Race,0.0,0.0,,,
505,Cone-Shaped Race,0.0,0.0,,,
506,Reflector,0.0,0.0,,,
507,LL Mountain Rim,0.0,0.0,,,
508,ML Mountain Rim,0.0,0.0,,,
509,HL Mountain Rim,0.0,0.0,,,
510,LL Road Rim,0.0,0.0,,,
511,ML Road Rim,0.0,0.0,,,
512,HL Road Rim,0.0,0.0,,,
513,Touring Rim,0.0,0.0,,,
514,LL Mountain Seat Assembly,98.77,133.34,,,
515,ML Mountain Seat Assembly,108.99,147.14,,,
516,HL Mountain Seat Assembly,145.87,196.92,,,
517,LL Road Seat Assembly,98.77,133.34,,,
518,ML Road Seat Assembly,108.99,147.14,,,
519,HL Road Seat Assembly,145.87,196.92,,,
520,LL Touring Seat Assembly,98.77,133.34,,,
521,ML Touring Seat Assembly,108.99,147.14,,,
522,HL Touring Seat Assembly,145.87,196.92,,,
523,LL Spindle/Axle,0.0,0.0,,,
524,HL Spindle/Axle,0.0,0.0,,,
525,LL Shell,0.0,0.0,,,
526,HL Shell,0.0,0.0,,,
527,Spokes,0.0,0.0,,,
528,Seat Lug,0.0,0.0,,,
529,Stem,0.0,0.0,,,
530,Seat Post,0.0,0.0,,,
531,Steerer,0.0,0.0,,,
532,Seat Stays,0.0,0.0,,,
533,Seat Tube,0.0,0.0,,,
534,Top Tube,0.0,0.0,,,
535,Tension Pulley,0.0,0.0,,,
679,Rear Derailleur Cage,0.0,0.0,,,
680,"HL Road Frame - Black, 58",1059.31,1431.5,Road Frames,Components,HL Road Frame
706,"HL Road Frame - Red, 58",1059.31,1431.5,Road Frames,Components,HL Road Frame
707,"Sport-100 Helmet, Red",13.0863,34.99,Helmets,Accessories,Sport-100
708,"Sport-100 Helmet, Black",13.0863,34.99,Helmets,Accessories,Sport-100
709,"Mountain Bike Socks, M",3.3963,9.5,Socks,Clothing,Mountain Bike Socks
710,"Mountain Bike Socks, L",3.3963,9.5,Socks,Clothing,Mountain Bike Socks
711,"Sport-100 Helmet, Blue",13.0863,34.99,Helmets,Accessories,Sport-100
712,AWC Logo Cap,6.9223,8.99,Caps,Clothing,Cycling Cap
713,"Long-Sleeve Logo Jersey, S",38.4923,49.99,Jerseys,Clothing,Long-Sleeve Logo Jersey
714,"Long-Sleeve Logo Jersey, M",38.4923,49.99,Jerseys,Clothing,Long-Sleeve Logo Jersey
715,"Long-Sleeve Logo Jersey, L",38.4923,49.99,Jerseys,Clothing,Long-Sleeve Logo Jersey
716,"Long-Sleeve Logo Jersey, XL",38.4923,49.99,Jerseys,Clothing,Long-Sleeve Logo Jersey
717,"HL Road Frame - Red, 62",868.6342,1431.5,Road Frames,Components,HL Road Frame
718,"HL Road Frame - Red, 44",868.6342,1431.5,Road Frames,Components,HL Road Frame
719,"HL Road Frame - Red, 48",868.6342,1431.5,Road Frames,Components,HL Road Frame
720,"HL Road Frame - Red, 52",868.6342,1431.5,Road Frames,Components,HL Road Frame
721,"HL Road Frame - Red, 56",868.6342,1431.5,Road Frames,Components,HL Road Frame
722,"LL Road Frame - Black, 58",204.6251,337.22,Road Frames,Components,LL Road Frame
723,"LL Road Frame - Black, 60",204.6251,337.22,Road Frames,Components,LL Road Frame
724,"LL Road Frame - Black, 62",204.6251,337.22,Road Frames,Components,LL Road Frame
725,"LL Road Frame - Red, 44",187.1571,337.22,Road Frames,Components,LL Road Frame
726,"LL Road Frame - Red, 48",187.1571,337.22,Road Frames,Components,LL Road Frame
727,"LL Road Frame - Red, 52",187.1571,337.22,Road Frames,Components,LL Road Frame
728,"LL Road Frame - Red, 58",187.1571,337.22,Road Frames,Components,LL Road Frame
729,"LL Road Frame - Red, 60",187.1571,337.22,Road Frames,Components,LL Road Frame
730,"LL Road Frame - Red, 62",187.1571,337.22,Road Frames,Components,LL Road Frame
731,"ML Road Frame - Red, 44",352.1394,594.83,Road Frames,Components,ML Road Frame
732,"ML Road Frame - Red, 48",352.1394,594.83,Road Frames,Components,ML Road Frame
733,"ML Road Frame - Red, 52",352.1394,594.83,Road Frames,Components,ML Road Frame
734,"ML Road Frame - Red, 58",352.1394,594.83,Road Frames,Components,ML Road Frame
735,"ML Road Frame - Red, 60",352.1394,594.83,Road Frames,Components,ML Road Frame
736,"LL Road Frame - Black, 44",204.6251,337.22,Road Frames,Components,LL Road Frame
737,"LL Road Frame - Black, 48",204.6251,337.22,Road Frames,Components,LL Road Frame
738,"LL Road Frame - Black, 52",204.6251,337.22,Road Frames,Components,LL Road Frame
739,"HL Mountain Frame - Silver, 42",747.2002,1364.5,Mountain Frames,Components,HL Mountain Frame
740,"HL Mountain Frame - Silver, 44",706.811,1364.5,Mountain Frames,Components,HL Mountain Frame
741,"HL Mountain Frame - Silver, 48",706.811,1364.5,Mountain Frames,Components,HL Mountain Frame
742,"HL Mountain Frame - Silver, 46",747.2002,1364.5,Mountain Frames,Components,HL Mountain Frame
743,"HL Mountain Frame - Black, 42",739.041,1349.6,Mountain Frames,Components,HL Mountain Frame
744,"HL Mountain Frame - Black, 44",699.0928,1349.6,Mountain Frames,Components,HL Mountain Frame
745,"HL Mountain Frame - Black, 48",699.0928,1349.6,Mountain Frames,Components,HL Mountain Frame
746,"HL Mountain Frame - Black, 46",739.041,1349.6,Mountain Frames,Components,HL Mountain Frame
747,"HL Mountain Frame - Black, 38",739.041,1349.6,Mountain Frames,Components,HL Mountain Frame
748,"HL Mountain Frame - Silver, 38",747.2002,1364.5,Mountain Frames,Components,HL Mountain Frame
749,"Road-150 Red, 62",2171.2942,3578.27,Road Bikes,Bikes,Road-150
750,"Road-150 Red, 44",2171.2942,3578.27,Road Bikes,Bikes,Road-150
751,"Road-150 Red, 48",2171.2942,3578.27,Road Bikes,Bikes,Road-150
752,"Road-150 Red, 52",2171.2942,3578.27,Road Bikes,Bikes,Road-150
753,"Road-150 Red, 56",2171.2942,3578.27,Road Bikes,Bikes,Road-150
754,"Road-450 Red, 58",884.7083,1457.99,Road Bikes,Bikes,Road-450
755,"Road-450 Red, 60",884.7083,1457.99,Road Bikes,Bikes,Road-450
756,"Road-450 Red, 44",884.7083,1457.99,Road Bikes,Bikes,Road-450
757,"Road-450 Red, 48",884.7083,1457.99,Road Bikes,Bikes,Road-450
758,"Road-450 Red, 52",884.7083,1457.99,Road Bikes,Bikes,Road-450
759,"Road-650 Red, 58",486.7066,782.99,Road Bikes,Bikes,Road-650
760,"Road-650 Red, 60",486.7066,782.99,Road Bikes,Bikes,Road-650
761,"Road-650 Red, 62",486.7066,782.99,Road Bikes,Bikes,Road-650
762,"Road-650 Red, 44",486.7066,782.99,Road Bikes,Bikes,Road-650
763,"Road-650 Red, 48",486.7066,782.99,Road Bikes,Bikes,Road-650
764,"Road-650 Red, 52",486.7066,782.99,Road Bikes,Bikes,Road-650
765,"Road-650 Black, 58",486.7066,782.99,Road Bikes,Bikes,Road-650
766,"Road-650 Black, 60",486.7066,782.99,Road Bikes,Bikes,Road-650
767,"Road-650 Black, 62",486.7066,782.99,Road Bikes,Bikes,Road-650
768,"Road-650 Black, 44",486.7066,782.99,Road Bikes,Bikes,Road-650
769,"Road-650 Black, 48",486.7066,782.99,Road Bikes,Bikes,Road-650
770,"Road-650 Black, 52",486.7066,782.99,Road Bikes,Bikes,Road-650
771,"Mountain-100 Silver, 38",1912.1544,3399.99,Mountain Bikes,Bikes,Mountain-100
772,"Mountain-100 Silver, 42",1912.1544,3399.99,Mountain Bikes,Bikes,Mountain-100
773,"Mountain-100 Silver, 44",1912.1544,3399.99,Mountain Bikes,Bikes,Mountain-100
774,"Mountain-100 Silver, 48",1912.1544,3399.99,Mountain Bikes,Bikes,Mountain-100
775,"Mountain-100 Black, 38",1898.0944,3374.99,Mountain Bikes,Bikes,Mountain-100
776,"Mountain-100 Black, 42",1898.0944,3374.99,Mountain Bikes,Bikes,Mountain-100
777,"Mountain-100 Black, 44",1898.0944,3374.99,Mountain Bikes,Bikes,Mountain-100
778,"Mountain-100 Black, 48",1898.0944,3374.99,Mountain Bikes,Bikes,Mountain-100
779,"Mountain-200 Silver, 38",1265.6195,2319.99,Mountain Bikes,Bikes,Mountain-200
780,"Mountain-200 Silver, 42",1265.6195,2319.99,Mountain Bikes,Bikes,Mountain-200
781,"Mountain-200 Silver, 46",1265.6195,2319.99,Mountain Bikes,Bikes,Mountain-200
782,"Mountain-200 Black, 38",1251.9813,2294.99,Mountain Bikes,Bikes,Mountain-200
783,"Mountain-200 Black, 42",1251.9813,2294.99,Mountain Bikes,Bikes,Mountain-200
784,"Mountain-200 Black, 46",1251.9813,2294.99,Mountain Bikes,Bikes,Mountain-200
785,"Mountain-300 Black, 38",598.4354,1079.99,Mountain Bikes,Bikes,Mountain-300
786,"Mountain-300 Black, 40",598.4354,1079.99,Mountain Bikes,Bikes,Mountain-300
787,"Mountain-300 Black, 44",598.4354,1079.99,Mountain Bikes,Bikes,Mountain-300
788,"Mountain-300 Black, 48",598.4354,1079.99,Mountain Bikes,Bikes,Mountain-300
789,"Road-250 Red, 44",1518.7864,2443.35,Road Bikes,Bikes,Road-250
790,"Road-250 Red, 48",1518.7864,2443.35,Road Bikes,Bikes,Road-250
791,"Road-250 Red, 52",1518.7864,2443.35,Road Bikes,Bikes,Road-250
792,"Road-250 Red, 58",1554.9479,2443.35,Road Bikes,Bikes,Road-250
793,"Road-250 Black, 44",1554.9479,2443.35,Road Bikes,Bikes,Road-250
794,"Road-250 Black, 48",1554.9479,2443.35,Road Bikes,Bikes,Road-250
795,"Road-250 Black, 52",1554.9479,2443.35,Road Bikes,Bikes,Road-250
796,"Road-250 Black, 58",1554.9479,2443.35,Road Bikes,Bikes,Road-250
797,"Road-550-W Yellow, 38",713.0798,1120.49,Road Bikes,Bikes,Road-550-W
798,"Road-550-W Yellow, 40",713.0798,1120.49,Road Bikes,Bikes,Road-550-W
799,"Road-550-W Yellow, 42",713.0798,1120.49,Road Bikes,Bikes,Road-550-W
800,"Road-550-W Yellow, 44",713.0798,1120.49,Road Bikes,Bikes,Road-550-W
801,"Road-550-W Yellow, 48",713.0798,1120.49,Road Bikes,Bikes,Road-550-W
802,LL Fork,65.8097,148.22,Forks,Components,LL Fork
803,ML Fork,77.9176,175.49,Forks,Components,ML Fork
804,HL Fork,101.8936,229.49,Forks,Components,HL Fork
805,LL Headset,15.1848,34.2,Headsets,Components,LL Headset
806,ML Headset,45.4168,102.29,Headsets,Components,ML Headset
807,HL Headset,55.3801,124.73,Headsets,Components,HL Headset
808,LL Mountain Handlebars,19.7758,44.54,Handlebars,Components,LL Mountain Handlebars
809,ML Mountain Handlebars,27.4925,61.92,Handlebars,Components,ML Mountain Handlebars
810,HL Mountain Handlebars,53.3999,120.27,Handlebars,Components,HL Mountain Handlebars
811,LL Road Handlebars,19.7758,44.54,Handlebars,Components,LL Road Handlebars
812,ML Road Handlebars,27.4925,61.92,Handlebars,Components,ML Road Handlebars
813,HL Road Handlebars,53.3999,120.27,Handlebars,Components,HL Road Handlebars
814,"ML Mountain Frame - Black, 38",185.8193,348.76,Mountain Frames,Components,ML Mountain Frame-W
815,LL Mountain Front Wheel,26.9708,60.745,Wheels,Components,LL Mountain Front Wheel
816,ML Mountain Front Wheel,92.8071,209.025,Wheels,Components,ML Mountain Front Wheel
817,HL Mountain Front Wheel,133.2955,300.215,Wheels,Components,HL Mountain Front Wheel
818,LL Road Front Wheel,37.9909,85.565,Wheels,Components,LL Road Front Wheel
819,ML Road Front Wheel,110.2829,248.385,Wheels,Components,ML Road Front Wheel
820,HL Road Front Wheel,146.5466,330.06,Wheels,Components,HL Road Front Wheel
821,Touring Front Wheel,96.7964,218.01,Wheels,Components,Touring Front Wheel
822,"ML Road Frame-W - Yellow, 38",360.9428,594.83,Road Frames,Components,ML Road Frame-W
823,LL Mountain Rear Wheel,38.9588,87.745,Wheels,Components,LL Mountain Rear Wheel
824,ML Mountain Rear Wheel,104.7951,236.025,Wheels,Components,ML Mountain Rear Wheel
825,HL Mountain Rear Wheel,145.2835,327.215,Wheels,Components,HL Mountain Rear Wheel
826,LL Road Rear Wheel,49.9789,112.565,Wheels,Components,LL Road Rear Wheel
827,ML Road Rear Wheel,122.2709,275.385,Wheels,Components,ML Road Rear Wheel
828,HL Road Rear Wheel,158.5346,357.06,Wheels,Components,HL Road Rear Wheel
829,Touring Rear Wheel,108.7844,245.01,Wheels,Components,Touring Rear Wheel
830,"ML Mountain Frame - Black, 40",185.8193,348.76,Mountain Frames,Components,ML Mountain Frame
831,"ML Mountain Frame - Black, 44",185.8193,348.76,Mountain Frames,Components,ML Mountain Frame
832,"ML Mountain Frame - Black, 48",185.8193,348.76,Mountain Frames,Components,ML Mountain Frame
833,"ML Road Frame-W - Yellow, 40",360.9428,594.83,Road Frames,Components,ML Road Frame-W
834,"ML Road Frame-W - Yellow, 42",360.9428,594.83,Road Frames,Components,ML Road Frame-W
835,"ML Road Frame-W - Yellow, 44",360.9428,594.83,Road Frames,Components,ML Road Frame-W
836,"ML Road Frame-W - Yellow, 48",360.9428,594.83,Road Frames,Components,ML Road Frame-W
837,"HL Road Frame - Black, 62",868.6342,1431.5,Road Frames,Components,HL Road Frame
838,"HL Road Frame - Black, 44",868.6342,1431.5,Road Frames,Components,HL Road Frame
839,"HL Road Frame - Black, 48",868.6342,1431.5,Road Frames,Components,HL Road Frame
840,"HL Road Frame - Black, 52",868.6342,1431.5,Road Frames,Components,HL Road Frame
841,"Men's Sports Shorts, S",24.7459,59.99,Shorts,Clothing,Men's Sports Shorts
842,"Touring-Panniers, Large",51.5625,125.0,Panniers,Accessories,Touring-Panniers
843,Cable Lock,10.3125,25.0,Locks,Accessories,Cable Lock
844,Minipump,8.2459,19.99,Pumps,Accessories,Minipump
845,Mountain Pump,10.3084,24.99,Pumps,Accessories,Mountain Pump
846,Taillights - Battery-Powered,5.7709,13.99,Lights,Accessories,Taillight
847,Headlights - Dual-Beam,14.4334,34.99,Lights,Accessories,Headlights - Dual-Beam
848,Headlights - Weatherproof,18.5584,44.99,Lights,Accessories,Headlights - Weatherproof
849,"Men's Sports Shorts, M",24.7459,59.99,Shorts,Clothing,Men's Sports Shorts
850,"Men's Sports Shorts, L",24.7459,59.99,Shorts,Clothing,Men's Sports Shorts
851,"Men's Sports Shorts, XL",24.7459,59.99,Shorts,Clothing,Men's Sports Shorts
852,"Women's Tights, S",30.9334,74.99,Tights,Clothing,Women's Tights
853,"Women's Tights, M",30.9334,74.99,Tights,Clothing,Women's Tights
854,"Women's Tights, L",30.9334,74.99,Tights,Clothing,Women's Tights
855,"Men's Bib-Shorts, S",37.1209,89.99,Bib-Shorts,Clothing,Men's Bib-Shorts
856,"Men's Bib-Shorts, M",37.1209,89.99,Bib-Shorts,Clothing,Men's Bib-Shorts
857,"Men's Bib-Shorts, L",37.1209,89.99,Bib-Shorts,Clothing,Men's Bib-Shorts
858,"Half-Finger Gloves, S",9.1593,24.49,Gloves,Clothing,Half-Finger Gloves
859,"Half-Finger Gloves, M",9.1593,24.49,Gloves,Clothing,Half-Finger Gloves
860,"Half-Finger Gloves, L",9.1593,24.49,Gloves,Clothing,Half-Finger Gloves
861,"Full-Finger Gloves, S",15.6709,37.99,Gloves,Clothing,Full-Finger Gloves
862,"Full-Finger Gloves, M",15.6709,37.99,Gloves,Clothing,Full-Finger Gloves
863,"Full-Finger Gloves, L",15.6709,37.99,Gloves,Clothing,Full-Finger Gloves
864,"Classic Vest, S",23.749000000000002,63.5,Vests,Clothing,Classic Vest
865,"Classic Vest, M",23.749000000000002,63.5,Vests,Clothing,Classic Vest
866,"Classic Vest, L",23.749000000000002,63.5,Vests,Clothing,Classic Vest
867,"Women's Mountain Shorts, S",26.1763,69.99,Shorts,Clothing,Women's Mountain Shorts
868,"Women's Mountain Shorts, M",26.1763,69.99,Shorts,Clothing,Women's Mountain Shorts
869,"Women's Mountain Shorts, L",26.1763,69.99,Shorts,Clothing,Women's Mountain Shorts
870,Water Bottle - 30 oz.,1.8663,4.99,Bottles and Cages,Accessories,Water Bottle
871,Mountain Bottle Cage,3.7363,9.99,Bottles and Cages,Accessories,Mountain Bottle Cage
872,Road Bottle Cage,3.3623,8.99,Bottles and Cages,Accessories,Road Bottle Cage
873,Patch Kit/8 Patches,0.8565,2.29,Tires and Tubes,Accessories,Patch kit
874,"Racing Socks, M",3.3623,8.99,Socks,Clothing,Racing Socks
875,"Racing Socks, L",3.3623,8.99,Socks,Clothing,Racing Socks
876,Hitch Rack - 4-Bike,44.88,120.0,Bike Racks,Accessories,Hitch Rack - 4-Bike
877,Bike Wash - Dissolver,2.9733,7.95,Cleaners,Accessories,Bike Wash
878,Fender Set - Mountain,8.2205,21.98,Fenders,Accessories,Fender Set - Mountain
879,All-Purpose Bike Stand,59.466,159.0,Bike Stands,Accessories,All-Purpose Bike Stand
880,Hydration Pack - 70 oz.,20.5663,54.99,Hydration Packs,Accessories,Hydration Pack
881,"Short-Sleeve Classic Jersey, S",41.5723,53.99,Jerseys,Clothing,Short-Sleeve Classic Jersey
882,"Short-Sleeve Classic Jersey, M",41.5723,53.99,Jerseys,Clothing,Short-Sleeve Classic Jersey
883,"Short-Sleeve Classic Jersey, L",41.5723,53.99,Jerseys,Clothing,Short-Sleeve Classic Jersey
884,"Short-Sleeve Classic Jersey, XL",41.5723,53.99,Jerseys,Clothing,Short-Sleeve Classic Jersey
885,"HL Touring Frame - Yellow, 60",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
886,"LL Touring Frame - Yellow, 62",199.8519,333.42,Touring Frames,Components,LL Touring Frame
887,"HL Touring Frame - Yellow, 46",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
888,"HL Touring Frame - Yellow, 50",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
889,"HL Touring Frame - Yellow, 54",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
890,"HL Touring Frame - Blue, 46",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
891,"HL Touring Frame - Blue, 50",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
892,"HL Touring Frame - Blue, 54",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
893,"HL Touring Frame - Blue, 60",601.7437,1003.91,Touring Frames,Components,HL Touring Frame
894,Rear Derailleur,53.9282,121.46,Derailleurs,Components,Rear Derailleur
895,"LL Touring Frame - Blue, 50",199.8519,333.42,Touring Frames,Components,LL Touring Frame
896,"LL Touring Frame - Blue, 54",199.8519,333.42,Touring Frames,Components,LL Touring Frame
897,"LL Touring Frame - Blue, 58",199.8519,333.42,Touring Frames,Components,LL Touring Frame
898,"LL Touring Frame - Blue, 62",199.8519,333.42,Touring Frames,Components,LL Touring Frame
899,"LL Touring Frame - Yellow, 44",199.8519,333.42,Touring Frames,Components,LL Touring Frame
900,"LL Touring Frame - Yellow, 50",199.8519,333.42,Touring Frames,Components,LL Touring Frame
901,"LL Touring Frame - Yellow, 54",199.8519,333.42,Touring Frames,Components,LL Touring Frame
902,"LL Touring Frame - Yellow, 58",199.8519,333.42,Touring Frames,Components,LL Touring Frame
903,"LL Touring Frame - Blue, 44",199.8519,333.42,Touring Frames,Components,LL Touring Frame
904,"ML Mountain Frame-W - Silver, 40",199.3757,364.09,Mountain Frames,Components,ML Mountain Frame-W
905,"ML Mountain Frame-W - Silver, 42",199.3757,364.09,Mountain Frames,Components,ML Mountain Frame-W
906,"ML Mountain Frame-W - Silver, 46",199.3757,364.09,Mountain Frames,Components,ML Mountain Frame-W
907,Rear Brakes,47.286,106.5,Brakes,Components,Rear Brakes
